M1,M2,M3,M4,M5,M6,M7,label
0.0008113581532250684,3.75400288379227e-09,1.0126099349381503e-13,3.7431069244757923e-13,7.259492533615192e-26,1.6156913010735798e-17,6.365473476187599e-27,a
0.0007752271749599961,2.039179635256007e-09,1.341663823716806e-13,2.927303143750397e-13,-4.693105368738831e-26,1.1395028728330751e-17,-3.410212012199111e-26,ba
0.0007399869456596001,9.906478290705395e-10,1.6318603672930613e-14,2.2494294443066254e-13,1.3526514996636566e-26,6.312464450848286e-18,1.6646672423938063e-27,be
0.00079228179562573,1.9426158578679046e-09,1.2514766006954832e-13,8.969757297734753e-14,-7.816695225862678e-27,3.3196588324160026e-18,-5.4051179206144496e-27,bi
0.0007769123834979333,9.830000948338034e-10,3.430835539572177e-13,3.653126214828552e-13,-7.862972733641419e-27,9.189068225858073e-18,1.2909006355047041e-25,bo
0.0007856447699707443,2.0613978651550685e-09,1.663699199587067e-12,3.799053233249943e-14,9.41329414731435e-27,-1.6932668726533295e-18,-1.6162233519138613e-27,bu
0.0008930620407318667,3.334593218425046e-09,7.475878609313485e-12,1.1036519432361928e-11,-9.974803455155063e-23,4.471862033689794e-16,1.0007887177275492e-23,ca
0.0008378196534277603,4.720239236490734e-09,1.2218177431393426e-13,3.0650053156583014e-12,1.820508124323075e-24,2.0233442366391683e-16,4.514254200059552e-25,ce
0.00091334011797214,3.2177606217456374e-09,8.318108701247104e-12,1.019454604187922e-11,-8.840152743706859e-23,3.587369219785018e-16,3.159527159275507e-23,ci
0.000859378379253049,4.72932966587708e-10,6.199384125665818e-12,8.727272767762192e-13,1.9508621861744372e-24,1.8881311498241975e-17,5.612147247953956e-25,co
0.0008685781261592944,1.1986615357945847e-09,5.215057929320323e-12,8.914750879571057e-13,-1.629448637635971e-24,2.9911671195464884e-17,-1.019638031153647e-24,cu
0.0008195904475175591,2.592855735248541e-09,8.79298460491519e-15,4.1483413603722123e-13,-1.1810629532038778e-26,1.9501901635287366e-17,-2.2095702706891101e-26,da
0.0007674461587293957,1.3047576706902366e-09,1.1922692716676404e-14,1.7108317123195384e-13,4.854605735765006e-27,5.122617687653919e-19,6.011307100930928e-27,de
0.0008324636334581568,4.0894973636428147e-10,1.90260470096179e-12,2.7405218150400907e-12,5.493276173793873e-24,5.539443745120928e-17,2.9974036085552222e-24,di
0.0007465440212276118,8.21224283249247e-10,1.3450457692185511e-14,6.55457184971534e-14,-1.83847409706103e-27,-1.4578600546540508e-18,-6.38486336190257e-28,do
0.000846273386566275,1.2183176542922285e-09,4.248917840898587e-12,6.133875291244131e-13,2.393718355196871e-25,1.1057834634953845e-17,-9.608753375771994e-25,du
0.000758989279905188,1.6716608389791016e-09,1.1551614183067983e-13,1.931628630843701e-13,4.619972026113722e-27,-4.38547033556301e-18,-2.8481785277594977e-26,e
0.0007903573985442028,2.553668550610497e-09,1.5858322307424198e-13,1.6170874965072557e-13,6.176804501702165e-27,-4.2820300220977604e-18,2.514832410520492e-26,fa
0.0007557305326428692,1.2648834323095193e-09,9.266606212496472e-14,2.4965253596468236e-13,1.6957551162960373e-27,-3.2455268949987332e-18,3.793419135740605e-26,fe
0.0008035877831358172,2.569249652307335e-09,1.7980944652993172e-13,7.613916695846041e-14,-6.537746436887148e-27,-3.729889620152955e-18,6.051801831124095e-27,fi
0.000756927570553547,5.378531625358514e-10,1.8008465038645514e-13,1.363125707533556e-15,-1.8942048684580794e-30,-2.839578533578575e-20,2.1272930241948224e-29,fo
0.0008003462442153535,3.168368532685179e-09,8.10429272436388e-13,1.3603711028706398e-13,1.5996493753325513e-26,1.0500476327366877e-18,-4.2241929822473254e-26,fu
0.0008841553681828566,1.0136499610946805e-08,2.394419367851092e-12,7.304055216577669e-12,-2.2938313919261595e-23,6.010831059155353e-16,-2.0170691020018045e-23,ga
0.0007972355002741513,2.890008291880336e-09,1.2965002915360462e-13,2.151481575237337e-12,1.0408591011604154e-24,1.0018214997760883e-16,4.55838274431514e-25,ge
0.0009161412572070091,2.896650758936418e-09,4.829437528082345e-12,4.590876247604825e-12,-8.539364799485976e-24,1.3050633423279731e-16,-1.9858646249338636e-23,gi
0.0008601004994993754,5.681592954191517e-10,4.668675110195744e-12,1.3421544899567418e-12,1.2354074186983983e-24,3.155871986278187e-17,3.1243170888924056e-24,go
0.0008473084524868848,3.078520361343921e-09,2.9380219796965728e-12,1.30375718320596e-13,-7.163331715177973e-26,4.1685736211264105e-18,-3.7143373720951074e-26,gu
0.0008304782446674245,4.607043231585392e-09,2.8454270164158366e-13,4.624137794861151e-13,1.6762325659210722e-25,8.57860562468325e-18,-6.081079772319708e-27,ha
0.0007662165941583863,1.8053308850102524e-09,2.1852581066254902e-13,2.4398054355882076e-13,-3.8964555661675486e-26,-1.0085793509188051e-17,-4.068760645147271e-26,he
0.0008499172827425871,4.092449460565102e-09,2.4264206074501856e-12,3.710749660205949e-13,-3.3760567211196184e-25,-1.0952333996839893e-17,1.0001122628422795e-25,hi
0.0007745721760869441,1.01503124567693e-09,6.570069983504251e-14,6.927176638472035e-14,2.178811950446702e-27,1.1091587133313475e-18,-4.1342571134669325e-27,ho
0.0008348961685401411,2.922792806022643e-09,2.2862352958822867e-12,2.4393484799672063e-12,4.546508083449602e-24,8.246853473469397e-17,-3.537557561836004e-24,hu
0.0008310944904040287,3.8741365171298345e-09,4.3032040484791953e-13,1.761932830394347e-13,4.0813618973523755e-26,-8.08488339957797e-18,-2.622968952605451e-26,i
0.0007901505448576589,3.1964025804858885e-09,2.0202404232384282e-13,7.354989795463437e-13,1.6748171784503296e-25,-9.565800274280532e-18,-2.2875775570238555e-25,ja
0.0007463597963154303,1.672604149999826e-09,1.2400524838388455e-13,2.0955167652459255e-13,2.9219867279733427e-27,-6.095625118297906e-18,-3.365315947135489e-26,je
0.0008057897982264219,2.2649515893282553e-09,5.090026121402368e-12,7.464443106632164e-13,-1.4268521258071627e-24,-2.6771714682692547e-17,2.846946438848678e-25,ji
0.0007500699897502498,6.603665879634536e-10,9.924959830090711e-15,1.885830475158239e-14,9.599941836355383e-29,1.5700097002810368e-19,2.3947379200194715e-28,jo
0.000802642623037591,2.001852346080808e-09,1.1460917226000376e-12,1.8047788599750522e-12,-1.443596972213555e-25,1.014956211622127e-17,-2.5916298391752356e-24,ju
0.0008758331949766332,2.974940964371662e-09,5.636484426977837e-14,2.018284152280486e-13,1.8957025336977237e-26,9.694173292691915e-18,1.0199526943894024e-26,ka
0.0008291930576673537,2.8429637291867513e-09,1.28251539749151e-13,8.241570977341582e-13,1.5051110732897657e-25,1.3812368642196323e-17,-2.216780134687463e-25,ke
0.0008139215699993655,1.009854956611822e-09,1.60811851371453e-13,1.2638212905447896e-13,3.284489395876201e-27,-3.500310876486488e-18,-1.77153031356042e-26,ki
0.0008158532072972367,6.811247233674625e-10,1.1026157710740342e-12,1.2690896576041684e-12,1.358405613296807e-24,-2.0192270389354246e-17,6.391089015990103e-25,ko
0.0008165262731956733,1.275995716963208e-09,2.5013374100709176e-13,3.9927824061643384e-13,1.261477129120037e-25,-3.379504482724408e-18,-2.968629683669994e-27,ku
0.0008124524901803477,5.3771859395435715e-09,8.314300943389485e-14,6.905171911636795e-13,1.6545273159383738e-25,-2.5745395088351216e-19,2.909072663938407e-28,la
0.0007692586977958945,1.9131588454681033e-09,3.973260572933356e-14,1.5105829510991594e-13,1.170270691536896e-26,6.49806965851302e-18,5.06243075729908e-29,le
0.0008177330328832863,5.1595205605045475e-09,6.203110793069065e-14,6.438188734687507e-13,1.266375398499685e-25,-1.395408941433318e-17,-2.2734242530350493e-26,li
0.0008007881011708133,2.261763888862502e-09,1.4858478497116128e-12,4.421788852735796e-13,3.581135679939498e-25,1.5596238498305574e-17,-1.4655982210161935e-26,lo
0.0008229541356548006,5.75458606579119e-09,1.0528560799044809e-12,5.818792280228084e-13,2.725405949552338e-25,-4.4140353744526906e-17,-3.6489685599959335e-25,lu
0.0007478921959481943,1.2393292096999416e-09,3.3361699749993113e-15,2.0158741817045237e-13,-3.973108302445042e-27,7.090072968945782e-18,-3.397695581483706e-27,ma
0.0007152781188742401,5.284313505566343e-10,9.351330706477425e-16,2.978147545273916e-14,1.3115442115516291e-28,4.986743683850421e-19,8.659893886313664e-29,me
0.0007722084933334615,7.218396749734474e-10,3.1615893313445817e-13,5.857285328608462e-13,2.465927046442686e-25,1.5710343805171573e-17,5.219522094966533e-26,mi
0.0007253673599698094,6.299981338776244e-10,5.7525859101834605e-15,3.7719501243167716e-14,5.41072920489672e-28,8.256953992248598e-19,-1.2632249892171574e-28,mo
0.0007710210320569442,1.0608111747321444e-09,8.819484049445066e-13,1.7343923206055743e-15,-6.375324494723925e-29,-2.162901817524385e-20,-2.3170521788860013e-29,mu
0.000765979535475207,1.1295237060219088e-09,1.6471133429789826e-14,2.7239782949128325e-13,1.526561855188424e-26,9.046819645029926e-18,-9.993832859260992e-27,na
0.0007249270671550486,5.377851546064102e-10,1.8017637235766804e-15,3.464064307088694e-14,5.23385954786275e-29,1.1624839476090514e-19,2.686189922887655e-28,ne
0.0007821693375771186,9.30776273236149e-10,6.808820431474875e-13,1.961306551312912e-14,-5.306013605743579e-28,1.151628157625718e-19,-2.2035079837074356e-27,ni
0.000733013080917765,6.468294667511405e-10,6.644074729368011e-15,7.317939425565088e-14,1.3445041212608145e-27,4.831256741703854e-19,-8.92226764242106e-28,no
0.0007802703976022721,4.6434962436317623e-10,5.288295609537729e-13,7.854847628979812e-13,4.963998884347453e-25,1.6906871639733294e-17,-9.937600910208862e-26,nu
0.000762068538951233,8.657585916047677e-10,1.6296346351966088e-13,1.4674975396029888e-13,1.6511142509872302e-26,1.5250363716719065e-18,-1.556920529887091e-26,o
0.0007443907821241362,6.693173217480234e-09,2.3859787452697063e-12,2.5323111813728204e-12,5.230658400136226e-24,1.922131300037229e-16,-3.374226151109878e-24,pa
0.0007291932866910662,1.72538520379312e-09,1.876870838850616e-13,1.0664497894189747e-12,4.621132808960152e-25,4.421130544014378e-17,-1.187224074763459e-25,pe
0.000764702385517737,6.845056963425351e-09,2.310888740424438e-12,1.933869052996494e-12,1.6625937027833394e-24,1.247066419156091e-16,-3.734836800668431e-24,pi
0.0007556991368125401,3.967463214624321e-10,1.0379631690072537e-12,1.0650627290607432e-12,-3.6921480601217674e-25,1.7786720502259283e-17,1.0572176741587026e-24,po
0.0007550566469981474,2.847656673296395e-09,3.470372775017934e-13,7.218181688390477e-13,-2.6341372415343626e-25,1.751369076294695e-17,-2.472406681145024e-25,pu
0.000991893744822018,8.399408271731858e-09,5.70942214927344e-13,1.975216010550158e-12,1.381600612816999e-24,1.7105484209356533e-16,-1.5782934640530205e-24,ra
0.0007885318459704704,2.474084316462766e-09,5.626382552846196e-14,9.448247925180354e-13,1.6454496937799174e-26,-3.782705752823634e-17,-2.172196403745406e-25,re
0.0009354739805331666,1.8054330101407607e-09,8.412956430105888e-12,5.8815805605297244e-12,2.801526757439522e-23,-1.988262308865811e-16,-3.044432877513145e-23,ri
0.0007977232076806632,2.3674594395273953e-09,1.646304759914523e-13,6.906080088625574e-13,3.2644568925248016e-26,-2.957519204867749e-17,2.30564566698262e-25,ro
0.001001752007996449,8.595401514470833e-10,8.123222545705235e-12,1.1402747858025874e-11,1.0325764049439484e-22,3.3315482873435558e-16,3.7168213467432663e-23,ru
0.0011919847462495306,7.875699436286889e-09,4.7920804432167605e-12,7.031190945239337e-13,-3.4312797648243202e-25,-5.338636945420816e-17,1.2441932536577978e-24,sa
0.0008645493145461023,5.566922093071096e-09,1.3163674555119337e-12,3.2899868531537743e-12,-6.787480995394959e-24,-1.3309971293249031e-16,8.98377236794065e-25,se
0.0008585426250286396,5.20745737754609e-09,2.937023969088837e-13,2.7103723696458542e-12,-2.154889912522235e-24,-1.9554271121740254e-16,-1.0973944425791535e-24,si
0.0008338158946598485,4.750314905268806e-09,1.1889376567746385e-12,2.3941713187862395e-12,-3.99476751549537e-24,-1.3275490873354697e-16,5.985381487620911e-25,so
0.0009340783864733604,6.126917983450403e-09,4.4800707795966036e-13,2.9025309449762602e-12,-2.1617589028742987e-24,-2.1994910779549102e-16,-2.506367065878508e-24,su
0.0007698143390768102,1.804367504776978e-09,1.819250691141643e-14,1.8946292132729433e-13,-4.616999359103713e-27,7.65605826780326e-18,-1.011980887868704e-26,ta
0.000727801830795121,7.518896965796007e-10,2.293630918723614e-15,5.3632739195561275e-14,2.2767726326230312e-28,1.3901627959468213e-18,-5.495529044098989e-28,te
0.0007953862499507533,3.5216080430173675e-10,4.525755906271929e-12,4.742699090962074e-13,6.931804019499656e-25,8.025019021707642e-18,4.797471387390723e-26,ti
0.0007241442372648999,7.519096473410511e-10,5.118094795066367e-15,4.129896708297847e-14,5.489926699866783e-28,2.18301673979453e-19,-2.431546210275281e-28,to
